1, the_end, betterendforge:empty_aurora_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
1937, nether, byg:wailing_garth, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1938, nether, byg:wailing_garth, AMBIENT, betternether:flying_pig, 15, 1, 1
1939, nether, byg:wailing_garth, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1940, nether, byg:wailing_garth, MONSTER, betternether:naga, 20, 2, 3
1941, nether, byg:wailing_garth, MONSTER, betternether:skull, 5, 1, 1
1942, nether, byg:wailing_garth, AMBIENT, betternether:firefly, 5, 1, 1
1943, nether, byg:wailing_garth, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1944, nether, byg:wailing_garth, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1945, nether, byg:wailing_garth, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1946, nether, byg:wailing_garth, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1947, nether, byg:wailing_garth, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1948, nether, byg:wailing_garth, MONSTER, quark:wraith, 5, 2, 2
1949, nether, byg:wailing_garth, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1950, nether, byg:wailing_garth, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1951, nether, byg:withering_woods, MONSTER, minecraft:blaze, 10, 1, 3
1952, nether, byg:withering_woods, MONSTER, minecraft:magma_cube, 10, 2, 3
1953, nether, byg:withering_woods, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1954, nether, byg:withering_woods, MONSTER, minecraft:piglin, 40, 3, 4
1955, nether, byg:withering_woods, MONSTER, minecraft:ghast, 15, 1, 1
1956, nether, byg:withering_woods, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1957, nether, byg:withering_woods, MONSTER, minecraft:piglin_brute, 5, 1, 2
1958, nether, byg:withering_woods, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1959, nether, byg:withering_woods, MONSTER, bygonenether:corpor, 5, 2, 3
1960, nether, byg:withering_woods, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1961, nether, byg:withering_woods, MONSTER, bygonenether:wex, 2, 3, 4
1962, nether, byg:withering_woods, MONSTER, bygonenether:wraither, 5, 1, 2
1963, nether, byg:withering_woods, CREATURE, quark:foxhound, 2, 1, 1
1964, nether, byg:withering_woods, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1965, nether, byg:withering_woods, CREATURE, infernalexp:blindsight, 10, 1, 1
1966, nether, byg:withering_woods, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1967, nether, byg:withering_woods, CREATURE, infernalexp:voline, 15, 2, 4
1968, nether, byg:withering_woods, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
1969, nether, byg:withering_woods, AMBIENT, betternether:flying_pig, 15, 1, 1
1970, nether, byg:withering_woods, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
1971, nether, byg:withering_woods, MONSTER, betternether:naga, 20, 2, 3
1972, nether, byg:withering_woods, MONSTER, betternether:skull, 5, 1, 1
1973, nether, byg:withering_woods, AMBIENT, betternether:firefly, 5, 1, 1
1974, nether, byg:withering_woods, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
1975, nether, byg:withering_woods, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
1976, nether, byg:withering_woods, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
1977, nether, byg:withering_woods, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
1978, nether, byg:withering_woods, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
1979, nether, byg:withering_woods, MONSTER, quark:wraith, 5, 2, 2
1980, nether, byg:withering_woods, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
1981, nether, byg:withering_woods, MONSTER, cnb:hostile_sporeling, 5, 2, 2
1982, nether, byg:weeping_mire, MONSTER, minecraft:blaze, 10, 1, 3
1983, nether, byg:weeping_mire, MONSTER, minecraft:magma_cube, 10, 2, 3
1984, nether, byg:weeping_mire, MONSTER, minecraft:wither_skeleton, 20, 2, 3
1985, nether, byg:weeping_mire, MONSTER, minecraft:piglin, 40, 3, 4
1986, nether, byg:weeping_mire, MONSTER, minecraft:ghast, 15, 1, 1
1987, nether, byg:weeping_mire, MONSTER, minecraft:zombified_piglin, 20, 1, 3
1988, nether, byg:weeping_mire, MONSTER, minecraft:piglin_brute, 5, 1, 2
1989, nether, byg:weeping_mire, MONSTER, bygonenether:warped_enderman, 10, 1, 1
1990, nether, byg:weeping_mire, MONSTER, bygonenether:corpor, 5, 2, 3
1991, nether, byg:weeping_mire, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
1992, nether, byg:weeping_mire, MONSTER, bygonenether:wex, 2, 3, 4
1993, nether, byg:weeping_mire, MONSTER, bygonenether:wraither, 5, 1, 2
1994, nether, byg:weeping_mire, CREATURE, quark:foxhound, 2, 1, 1
1995, nether, byg:weeping_mire, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
1996, nether, byg:weeping_mire, CREATURE, infernalexp:blindsight, 10, 1, 1
1997, nether, byg:weeping_mire, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
1998, nether, byg:weeping_mire, CREATURE, infernalexp:voline, 15, 2, 4
1999, nether, byg:weeping_mire, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
2000, nether, byg:weeping_mire, AMBIENT, betternether:flying_pig, 15, 1, 1
2001, nether, byg:weeping_mire, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
2002, nether, byg:weeping_mire, MONSTER, betternether:naga, 20, 2, 3
2003, nether, byg:weeping_mire, MONSTER, betternether:skull, 5, 1, 1
2004, nether, byg:weeping_mire, AMBIENT, betternether:firefly, 5, 1, 1
2005, nether, byg:weeping_mire, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
2006, nether, byg:weeping_mire, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
2007, nether, byg:weeping_mire, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
2008, nether, byg:weeping_mire, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
2009, nether, byg:weeping_mire, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
2010, nether, byg:weeping_mire, MONSTER, quark:wraith, 5, 2, 2
2011, nether, byg:weeping_mire, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
2012, nether, byg:weeping_mire, MONSTER, cnb:hostile_sporeling, 5, 2, 2
2013, nether, byg:quartz_desert, MONSTER, minecraft:blaze, 10, 1, 3
2014, nether, byg:quartz_desert, MONSTER, minecraft:magma_cube, 10, 2, 3
2015, nether, byg:quartz_desert, MONSTER, minecraft:wither_skeleton, 20, 2, 3
2016, nether, byg:quartz_desert, MONSTER, minecraft:piglin, 40, 3, 4
2017, nether, byg:quartz_desert, MONSTER, minecraft:ghast, 15, 1, 1
2018, nether, byg:quartz_desert, MONSTER, minecraft:zombified_piglin, 20, 1, 3
2019, nether, byg:quartz_desert, MONSTER, minecraft:piglin_brute, 5, 1, 2
2020, nether, byg:quartz_desert, MONSTER, bygonenether:warped_enderman, 10, 1, 1
2021, nether, byg:quartz_desert, MONSTER, bygonenether:corpor, 5, 2, 3
2022, nether, byg:quartz_desert, MONSTER, bygonenether:piglin_hunter, 5, 1, 1
2023, nether, byg:quartz_desert, MONSTER, bygonenether:wex, 2, 3, 4
2024, nether, byg:quartz_desert, MONSTER, bygonenether:wraither, 5, 1, 2
2025, nether, byg:quartz_desert, CREATURE, quark:foxhound, 2, 1, 1
2026, nether, byg:quartz_desert, CREATURE, infernalexp:basalt_giant, 1, 1 , 1
2027, nether, byg:quartz_desert, CREATURE, infernalexp:blindsight, 10, 1, 1
2028, nether, byg:quartz_desert, CREATURE, infernalexp:glowsilk_moth, 5, 1, 2
2029, nether, byg:quartz_desert, CREATURE, infernalexp:voline, 15, 2, 4
2030, nether, byg:quartz_desert, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
2031, nether, byg:quartz_desert, AMBIENT, betternether:flying_pig, 15, 1, 1
2032, nether, byg:quartz_desert, AMBIENT, betternether:hydrogen_jellyfish, 2, 1, 2
2033, nether, byg:quartz_desert, MONSTER, betternether:naga, 20, 2, 3
2034, nether, byg:quartz_desert, MONSTER, betternether:skull, 5, 1, 1
2035, nether, byg:quartz_desert, AMBIENT, betternether:firefly, 5, 1, 1
2036, nether, byg:quartz_desert, MONSTER, dungeons_mobs:wildfire, 10, 1, 1
2037, nether, byg:quartz_desert, MONSTER, dungeons_mobs:fungus_thrower, 3, 1, 2
2038, nether, byg:quartz_desert, MONSTER, mutantmore:mutant_blaze, 1, 1, 1
2039, nether, byg:quartz_desert, MONSTER, mutantmore:mutant_hoglin, 1, 1, 1
2040, nether, byg:quartz_desert, MONSTER, mutantmore:mutant_wither_skeleton, 1, 1, 1
2041, nether, byg:quartz_desert, MONSTER, quark:wraith, 5, 2, 2
2042, nether, byg:quartz_desert, MONSTER, alexsmobs:bone_serpent, 15, 1, 1
2043, nether, byg:quartz_desert, MONSTER, cnb:hostile_sporeling, 5, 2, 2



2044, cave, darkerdepths:glowshroom_caves, MONSTER, minecraft:spider, 100, 2, 4
2045, cave, darkerdepths:glowshroom_caves, MONSTER, minecraft:skeleton, 80, 2, 4
2046, cave, darkerdepths:glowshroom_caves, MONSTER, minecraft:creeper, 50, 2, 4
2047, cave, darkerdepths:glowshroom_caves, MONSTER, minecraft:zombie, 80, 2, 4
2048, cave, darkerdepths:glowshroom_caves, MONSTER, minecraft:slime, 40, 2, 3
2049, cave, darkerdepths:glowshroom_caves, MONSTER, minecraft:enderman, 5, 1, 4
2050, cave, darkerdepths:glowshroom_caves, MONSTER, alexsmobs:centipede_head, 30, 1, 2
2051, cave, darkerdepths:glowshroom_caves, MONSTER, quark:toretoise, 40, 1, 1
2052, cave, darkerdepths:glowshroom_caves, MONSTER, aquamirae:eel, 1, 1, 1
2053, cave, darkerdepths:glowshroom_caves, MONSTER, darkerdepths:magma_minion, 20, 1, 2
2054, cave, darkerdepths:glowshroom_caves, MONSTER, darkerdepths:glowshroom_monster, 80, 1, 1
2055, cave, darkerdepths:glowshroom_caves, MONSTER, quark:forgotten, 10, 1, 1
2056, cave, darkerdepths:glowshroom_caves, MONSTER, minecraft:silverfish, 60, 2, 5
2057, cave, darkerdepths:glowshroom_caves, AMBIENT, minecraft:bat, 5, 1, 2
2058, cave, darkerdepths:glowshroom_caves, AMBIENT, alexsmobs:cockroach, 10, 2, 3
2059, cave, darkerdepths:molten_cavern, MONSTER, minecraft:spider, 100, 2, 4
2060, cave, darkerdepths:molten_cavern, MONSTER, minecraft:skeleton, 80, 2, 4
2061, cave, darkerdepths:molten_cavern, MONSTER, minecraft:creeper, 50, 2, 4
2062, cave, darkerdepths:molten_cavern, MONSTER, minecraft:zombie, 80, 2, 4
2063, cave, darkerdepths:molten_cavern, MONSTER, minecraft:slime, 40, 2, 3
2064, cave, darkerdepths:molten_cavern, MONSTER, minecraft:enderman, 5, 1, 4
2065, cave, darkerdepths:molten_cavern, MONSTER, alexsmobs:centipede_head, 30, 1, 2
2066, cave, darkerdepths:molten_cavern, MONSTER, quark:toretoise, 40, 1, 1
2067, cave, darkerdepths:molten_cavern, MONSTER, aquamirae:eel, 1, 1, 1
2068, cave, darkerdepths:molten_cavern, MONSTER, darkerdepths:magma_minion, 20, 1, 2
2069, cave, darkerdepths:molten_cavern, MONSTER, darkerdepths:glowshroom_monster, 80, 1, 1
2070, cave, darkerdepths:molten_cavern, MONSTER, quark:forgotten, 10, 1, 1
2071, cave, darkerdepths:molten_cavern, MONSTER, minecraft:silverfish, 60, 2, 5
2072, cave, darkerdepths:molten_cavern, AMBIENT, minecraft:bat, 5, 1, 2
2073, cave, darkerdepths:molten_cavern, AMBIENT, alexsmobs:cockroach, 10, 2, 3
2074, cave, darkerdepths:sandy_catacombs, MONSTER, minecraft:spider, 100, 2, 4
2075, cave, darkerdepths:sandy_catacombs, MONSTER, minecraft:skeleton, 80, 2, 4
2076, cave, darkerdepths:sandy_catacombs, MONSTER, minecraft:creeper, 50, 2, 4
2077, cave, darkerdepths:sandy_catacombs, MONSTER, minecraft:zombie, 80, 2, 4
2078, cave, darkerdepths:sandy_catacombs, MONSTER, minecraft:slime, 40, 2, 3
2079, cave, darkerdepths:sandy_catacombs, MONSTER, minecraft:enderman, 5, 1, 4
2080, cave, darkerdepths:sandy_catacombs, MONSTER, alexsmobs:centipede_head, 30, 1, 2
2081, cave, darkerdepths:sandy_catacombs, MONSTER, quark:toretoise, 40, 1, 1
2082, cave, darkerdepths:sandy_catacombs, MONSTER, aquamirae:eel, 1, 1, 1
2083, cave, darkerdepths:sandy_catacombs, MONSTER, darkerdepths:magma_minion, 20, 1, 2
2084, cave, darkerdepths:sandy_catacombs, MONSTER, darkerdepths:glowshroom_monster, 80, 1, 1
2085, cave, darkerdepths:sandy_catacombs, MONSTER, quark:forgotten, 10, 1, 1
2086, cave, darkerdepths:sandy_catacombs, MONSTER, minecraft:silverfish, 60, 2, 5
2087, cave, darkerdepths:sandy_catacombs, AMBIENT, minecraft:bat, 5, 1, 2
2088, cave, darkerdepths:sandy_catacombs, AMBIENT, alexsmobs:cockroach, 10, 2, 3
2089, cave, darkerdepths:stone_shore, MONSTER, minecraft:spider, 100, 2, 4
2090, cave, darkerdepths:stone_shore, MONSTER, minecraft:skeleton, 80, 2, 4
2091, cave, darkerdepths:stone_shore, MONSTER, minecraft:creeper, 50, 2, 4
2092, cave, darkerdepths:stone_shore, MONSTER, minecraft:zombie, 80, 2, 4
2093, cave, darkerdepths:stone_shore, MONSTER, minecraft:slime, 40, 2, 3
2094, cave, darkerdepths:stone_shore, MONSTER, minecraft:enderman, 5, 1, 4
2095, cave, darkerdepths:stone_shore, MONSTER, alexsmobs:centipede_head, 30, 1, 2
2096, cave, darkerdepths:stone_shore, MONSTER, quark:toretoise, 40, 1, 1
2097, cave, darkerdepths:stone_shore, MONSTER, aquamirae:eel, 1, 1, 1
2098, cave, darkerdepths:stone_shore, MONSTER, darkerdepths:magma_minion, 20, 1, 2
2099, cave, darkerdepths:stone_shore, MONSTER, darkerdepths:glowshroom_monster, 80, 1, 1
2100, cave, darkerdepths:stone_shore, MONSTER, quark:forgotten, 10, 1, 1
2101, cave, darkerdepths:stone_shore, MONSTER, minecraft:silverfish, 60, 2, 5
2102, cave, darkerdepths:stone_shore, AMBIENT, minecraft:bat, 5, 1, 2
2103, cave, darkerdepths:stone_shore, AMBIENT, alexsmobs:cockroach, 10, 2, 3
2104, plains, cavebiomeapi:caves, MONSTER, minecraft:spider, 100, 2, 4
2105, plains, cavebiomeapi:caves, MONSTER, minecraft:skeleton, 80, 2, 4
2106, plains, cavebiomeapi:caves, MONSTER, minecraft:creeper, 50, 2, 4
2107, plains, cavebiomeapi:caves, MONSTER, minecraft:zombie, 80, 2, 4
2108, plains, cavebiomeapi:caves, MONSTER, minecraft:slime, 40, 2, 3
2109, plains, cavebiomeapi:caves, MONSTER, minecraft:enderman, 5, 1, 4
2110, plains, cavebiomeapi:caves, MONSTER, alexsmobs:centipede_head, 30, 1, 2
2111, plains, cavebiomeapi:caves, MONSTER, quark:toretoise, 40, 1, 1
2112, plains, cavebiomeapi:caves, MONSTER, aquamirae:eel, 1, 1, 1
2113, plains, cavebiomeapi:caves, MONSTER, darkerdepths:magma_minion, 20, 1, 2
2114, plains, cavebiomeapi:caves, MONSTER, darkerdepths:glowshroom_monster, 80, 1, 1
2115, plains, cavebiomeapi:caves, MONSTER, quark:forgotten, 10, 1, 1
2116, plains, cavebiomeapi:caves, MONSTER, minecraft:silverfish, 60, 2, 5
2117, plains, cavebiomeapi:caves, AMBIENT, minecraft:bat, 5, 1, 2
2118, plains, cavebiomeapi:caves, AMBIENT, alexsmobs:cockroach, 10, 2, 3
2119, plains, cavesandcliffs:dripstone_caves, MONSTER, minecraft:spider, 100, 2, 4
2120, plains, cavesandcliffs:dripstone_caves, MONSTER, minecraft:skeleton, 80, 2, 4
2121, plains, cavesandcliffs:dripstone_caves, MONSTER, minecraft:creeper, 50, 2, 4
2122, plains, cavesandcliffs:dripstone_caves, MONSTER, minecraft:zombie, 80, 2, 4
2123, plains, cavesandcliffs:dripstone_caves, MONSTER, minecraft:slime, 40, 2, 3
2124, plains, cavesandcliffs:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
2125, plains, cavesandcliffs:dripstone_caves, MONSTER, alexsmobs:centipede_head, 30, 1, 2
2126, plains, cavesandcliffs:dripstone_caves, MONSTER, quark:toretoise, 40, 1, 1
2127, plains, cavesandcliffs:dripstone_caves, MONSTER, aquamirae:eel, 1, 1, 1
2128, plains, cavesandcliffs:dripstone_caves, MONSTER, darkerdepths:magma_minion, 20, 1, 2
2129, plains, cavesandcliffs:dripstone_caves, MONSTER, darkerdepths:glowshroom_monster, 80, 1, 1
2130, plains, cavesandcliffs:dripstone_caves, MONSTER, quark:forgotten, 10, 1, 1
2131, plains, cavesandcliffs:dripstone_caves, MONSTER, minecraft:silverfish, 60, 2, 5
2132, plains, cavesandcliffs:dripstone_caves, AMBIENT, minecraft:bat, 5, 1, 2
2133, plains, cavesandcliffs:dripstone_caves, AMBIENT, alexsmobs:cockroach, 10, 2, 3
2134, plains, cavesandcliffs:lush_caves, MONSTER, minecraft:spider, 100, 2, 4
2135, plains, cavesandcliffs:lush_caves, MONSTER, minecraft:skeleton, 80, 2, 4
2136, plains, cavesandcliffs:lush_caves, MONSTER, minecraft:creeper, 50, 2, 4
2137, plains, cavesandcliffs:lush_caves, MONSTER, minecraft:zombie, 80, 2, 4
2138, plains, cavesandcliffs:lush_caves, MONSTER, minecraft:slime, 40, 2, 3
2139, plains, cavesandcliffs:lush_caves, MONSTER, minecraft:enderman, 5, 1, 4
2140, plains, cavesandcliffs:lush_caves, MONSTER, alexsmobs:centipede_head, 30, 1, 2
2141, plains, cavesandcliffs:lush_caves, MONSTER, quark:toretoise, 40, 1, 1
2142, plains, cavesandcliffs:lush_caves, MONSTER, aquamirae:eel, 1, 1, 1
2143, plains, cavesandcliffs:lush_caves, MONSTER, darkerdepths:magma_minion, 20, 1, 2
2144, plains, cavesandcliffs:lush_caves, MONSTER, darkerdepths:glowshroom_monster, 80, 1, 1
2145, plains, cavesandcliffs:lush_caves, MONSTER, quark:forgotten, 10, 1, 1
2146, plains, cavesandcliffs:lush_caves, MONSTER, minecraft:silverfish, 60, 2, 5
2147, plains, cavesandcliffs:lush_caves, AMBIENT, minecraft:bat, 5, 1, 2
2148, plains, cavesandcliffs:lush_caves, AMBIENT, alexsmobs:cockroach, 10, 2, 3
2149, plains, cavesandcliffs:frozen_peaks, MONSTER, minecraft:spider, 100, 2, 4
2150, plains, cavesandcliffs:frozen_peaks, MONSTER, minecraft:skeleton, 80, 2, 4
2151, plains, cavesandcliffs:frozen_peaks, MONSTER, minecraft:creeper, 50, 2, 4
2152, plains, cavesandcliffs:frozen_peaks, MONSTER, minecraft:zombie, 80, 2, 4
2153, plains, cavesandcliffs:frozen_peaks, MONSTER, minecraft:slime, 40, 2, 3
2154, plains, cavesandcliffs:frozen_peaks, MONSTER, minecraft:enderman, 5, 1, 4
2155, plains, cavesandcliffs:frozen_peaks, MONSTER, alexsmobs:centipede_head, 30, 1, 2
2156, plains, cavesandcliffs:frozen_peaks, MONSTER, quark:toretoise, 40, 1, 1
2157, plains, cavesandcliffs:frozen_peaks, MONSTER, aquamirae:eel, 1, 1, 1
2158, plains, cavesandcliffs:frozen_peaks, MONSTER, darkerdepths:magma_minion, 20, 1, 2
2159, plains, cavesandcliffs:frozen_peaks, MONSTER, darkerdepths:glowshroom_monster, 80, 1, 1
2160, plains, cavesandcliffs:frozen_peaks, MONSTER, quark:forgotten, 10, 1, 1
2161, plains, cavesandcliffs:frozen_peaks, MONSTER, minecraft:silverfish, 60, 2, 5
2162, plains, cavesandcliffs:frozen_peaks, AMBIENT, minecraft:bat, 5, 1, 2
2163, plains, cavesandcliffs:frozen_peaks, AMBIENT, alexsmobs:cockroach, 10, 2, 3
2164, plains, cavesandcliffs:jagged_peaks, MONSTER, minecraft:spider, 100, 2, 4
2165, plains, cavesandcliffs:jagged_peaks, MONSTER, minecraft:skeleton, 80, 2, 4
2166, plains, cavesandcliffs:jagged_peaks, MONSTER, minecraft:creeper, 50, 2, 4
2167, plains, cavesandcliffs:jagged_peaks, MONSTER, minecraft:zombie, 80, 2, 4
2168, plains, cavesandcliffs:jagged_peaks, MONSTER, minecraft:slime, 40, 2, 3
2169, plains, cavesandcliffs:jagged_peaks, MONSTER, minecraft:enderman, 5, 1, 4
2170, plains, cavesandcliffs:jagged_peaks, MONSTER, alexsmobs:centipede_head, 30, 1, 2
2171, plains, cavesandcliffs:jagged_peaks, MONSTER, quark:toretoise, 40, 1, 1
2172, plains, cavesandcliffs:jagged_peaks, MONSTER, aquamirae:eel, 1, 1, 1
2173, plains, cavesandcliffs:jagged_peaks, MONSTER, darkerdepths:magma_minion, 20, 1, 2
2174, plains, cavesandcliffs:jagged_peaks, MONSTER, darkerdepths:glowshroom_monster, 80, 1, 1
2175, plains, cavesandcliffs:jagged_peaks, MONSTER, quark:forgotten, 10, 1, 1
2176, plains, cavesandcliffs:jagged_peaks, MONSTER, minecraft:silverfish, 60, 2, 5
2177, plains, cavesandcliffs:jagged_peaks, AMBIENT, minecraft:bat, 5, 1, 2
2178, plains, cavesandcliffs:jagged_peaks, AMBIENT, alexsmobs:cockroach, 10, 2, 3
2179, plains, cavesandcliffs:meadow, MONSTER, minecraft:spider, 100, 2, 4
2180, plains, cavesandcliffs:meadow, MONSTER, minecraft:skeleton, 80, 2, 4
2181, plains, cavesandcliffs:meadow, MONSTER, minecraft:creeper, 50, 2, 4
2182, plains, cavesandcliffs:meadow, MONSTER, minecraft:zombie, 80, 2, 4
2183, plains, cavesandcliffs:meadow, MONSTER, minecraft:slime, 40, 2, 3
2184, plains, cavesandcliffs:meadow, MONSTER, minecraft:enderman, 5, 1, 4
2185, plains, cavesandcliffs:meadow, MONSTER, alexsmobs:centipede_head, 30, 1, 2
2186, plains, cavesandcliffs:meadow, MONSTER, quark:toretoise, 40, 1, 1
2187, plains, cavesandcliffs:meadow, MONSTER, aquamirae:eel, 1, 1, 1
2188, plains, cavesandcliffs:meadow, MONSTER, darkerdepths:magma_minion, 20, 1, 2
2189, plains, cavesandcliffs:meadow, MONSTER, darkerdepths:glowshroom_monster, 80, 1, 1
2190, plains, cavesandcliffs:meadow, MONSTER, quark:forgotten, 10, 1, 1
2191, plains, cavesandcliffs:meadow, MONSTER, minecraft:silverfish, 60, 2, 5
2192, plains, cavesandcliffs:meadow, AMBIENT, minecraft:bat, 5, 1, 2
